A-B-C-D-E-F-G-H-I,100
A-B-C-D-E-F-G-H,100
A-B-C-D-E-F-G,100
A-B-C-D-E-F-H-I,100
A-B-C-D-E-F-H,100
A-B-C-D-E-F,100
A-B-C-D-E-G-H-I,100
A-B-C-D-E-G-H,100
A-B-C-D-E-G,100
A-B-C-D-E-H-I,100
A-B-C-D-E-H,100
A-B-C-D-E,100
A-B-C-D-F-G-H-I,100
A-B-C-D-F-G-H,100
A-B-C-D-F-G,100
A-B-C-D-F-H-I,100
A-B-C-D-F-H,100
A-B-C-D-F,100
A-B-C-D-G-H-I,100
A-B-C-D-G-H,100
A-B-C-D-G,100
A-B-C-D-H-I,100
A-B-C-D-H,100
A-B-C-D,100
A-B-C-E-F-G-H-I,100
A-B-C-E-F-G-H,100
A-B-C-E-F-G,100
A-B-C-E-F-H-I,100
A-B-C-E-F-H,100
A-B-C-E-F,100
A-B-C-E-G-H-I,100
A-B-C-E-G-H,100
A-B-C-E-G,100
A-B-C-E-H-I,100
A-B-C-E-H,100
A-B-C-E,100
A-B-C-F-G-H-I,100
A-B-C-F-G-H,100
A-B-C-F-G,100
A-B-C-F-H-I,100
A-B-C-F-H,100
A-B-C-F,100
A-B-C-G-H-I,100
A-B-C-G-H,100
A-B-C-G,100
A-B-C-H-I,100
A-B-C-H,100
A-B-C,100
A-B-D-E-F-G-H-I,100
A-B-D-E-F-G-H,100
A-B-D-E-F-G,100
A-B-D-E-F-H-I,100
A-B-D-E-F-H,100
A-B-D-E-F,100
A-B-D-E-G-H-I,100
A-B-D-E-G-H,100
A-B-D-E-G,100
A-B-D-E-H-I,100
A-B-D-E-H,100
A-B-D-E,100
A-B-D-F-G-H-I,100
A-B-D-F-G-H,100
A-B-D-F-G,100
A-B-D-F-H-I,100
A-B-D-F-H,100
A-B-D-F,100
A-B-D-G-H-I,100
A-B-D-G-H,100
A-B-D-G,100
A-B-D-H-I,100
A-B-D-H,100
A-B-D,100
A-B-E-F-G-H-I,100
A-B-E-F-G-H,100
A-B-E-F-G,100
A-B-E-F-H-I,100
A-B-E-F-H,100
A-B-E-F,100
A-B-E-G-H-I,100
A-B-E-G-H,100
A-B-E-G,100
A-B-E-H-I,100
A-B-E-H,100
A-B-E,100
A-B-F-G-H-I,100
A-B-F-G-H,100
A-B-F-G,100
A-B-F-H-I,100
A-B-F-H,100
A-B-F,100
A-B-G-H-I,100
A-B-G-H,100
A-B-G,100
A-B-H-I,100
A-B-H,100
A-B,100
A-C-D-E-F-G-H-I,99.7857
A-C-D-E-F-G-H,99.7857
A-C-D-E-F-G,91.4286
A-C-D-E-F-H-I,99.7857
A-C-D-E-F-H,99.7857
A-C-D-E-F,89.1429
A-C-D-E-G-H-I,99.7857
A-C-D-E-G-H,99.7857
A-C-D-E-G,91.3571
A-C-D-E-H-I,99.7857
A-C-D-E-H,99.7857
A-C-D-E,89.2143
A-C-D-F-G-H-I,99.7857
A-C-D-F-G-H,99.7857
A-C-D-F-G,91.5
A-C-D-F-H-I,99.7857
A-C-D-F-H,99.7857
A-C-D-F,89.1429
A-C-D-G-H-I,99.7857
A-C-D-G-H,99.7857
A-C-D-G,91.4286
A-C-D-H-I,99.7857
A-C-D-H,99.7857
A-C-D,89.3571
A-C-E-F-G-H-I,99.7857
A-C-E-F-G-H,99.7857
A-C-E-F-G,91.6429
A-C-E-F-H-I,99.7857
A-C-E-F-H,99.7857
A-C-E-F,89.1429
A-C-E-G-H-I,99.7857
A-C-E-G-H,99.7857
A-C-E-G,91.6429
A-C-E-H-I,99.7857
A-C-E-H,99.7857
A-C-E,89.5
A-C-F-G-H-I,99.7857
A-C-F-G-H,99.7857
A-C-F-G,91.7143
A-C-F-H-I,99.7857
A-C-F-H,99.7857
A-C-F,88.8571
A-C-G-H-I,99.7857
A-C-G-H,99.7857
A-C-G,91.7143
A-C-H-I,99.7857
A-C-H,99.7857
A-C,89.3571
A-D-E-F-G-H-I,99.7857
A-D-E-F-G-H,99.7857
A-D-E-F-G,91.4286
A-D-E-F-H-I,99.7857
A-D-E-F-H,99.7857
A-D-E-F,88.1429
A-D-E-G-H-I,99.7857
A-D-E-G-H,99.7857
A-D-E-G,91.1429
A-D-E-H-I,99.7857
A-D-E-H,99.7857
A-D-E,87.7857
A-D-F-G-H-I,99.7857
A-D-F-G-H,99.7857
A-D-F-G,91.5
A-D-F-H-I,99.7857
A-D-F-H,99.7857
A-D-F,88.2857
A-D-G-H-I,99.7857
A-D-G-H,99.7857
A-D-G,91.2143
A-D-H-I,99.7857
A-D-H,99.7857
A-D,88.1429
A-E-F-G-H-I,99.7857
A-E-F-G-H,99.7857
A-E-F-G,91.7143
A-E-F-H-I,99.7857
A-E-F-H,99.7857
A-E-F,88.5
A-E-G-H-I,99.7857
A-E-G-H,99.7857
A-E-G,91.5
A-E-H-I,99.7857
A-E-H,99.7857
A-E,87.5714
A-F-G-H-I,99.7857
A-F-G-H,99.7857
A-F-G,91.7857
A-F-H-I,99.7857
A-F-H,99.7857
A-F,88.4286
A-G-H-I,99.7857
A-G-H,99.7857
A-G,91.5714
A-H-I,99.7857
A-H,99.7857
A,87.1429
B-C-D-E-F-G-H-I,100
B-C-D-E-F-G-H,100
B-C-D-E-F-G,100
B-C-D-E-F-H-I,100
B-C-D-E-F-H,100
B-C-D-E-F,100
B-C-D-E-G-H-I,100
B-C-D-E-G-H,100
B-C-D-E-G,100
B-C-D-E-H-I,100
B-C-D-E-H,100
B-C-D-E,100
B-C-D-F-G-H-I,100
B-C-D-F-G-H,100
B-C-D-F-G,100
B-C-D-F-H-I,100
B-C-D-F-H,100
B-C-D-F,100
B-C-D-G-H-I,100
B-C-D-G-H,100
B-C-D-G,100
B-C-D-H-I,100
B-C-D-H,100
B-C-D,100
B-C-E-F-G-H-I,100
B-C-E-F-G-H,100
B-C-E-F-G,100
B-C-E-F-H-I,100
B-C-E-F-H,100
B-C-E-F,100
B-C-E-G-H-I,100
B-C-E-G-H,100
B-C-E-G,100
B-C-E-H-I,100
B-C-E-H,100
B-C-E,100
B-C-F-G-H-I,100
B-C-F-G-H,100
B-C-F-G,100
B-C-F-H-I,100
B-C-F-H,100
B-C-F,100
B-C-G-H-I,100
B-C-G-H,100
B-C-G,100
B-C-H-I,100
B-C-H,100
B-C,100
B-D-E-F-G-H-I,100
B-D-E-F-G-H,100
B-D-E-F-G,100
B-D-E-F-H-I,100
B-D-E-F-H,100
B-D-E-F,100
B-D-E-G-H-I,100
B-D-E-G-H,100
B-D-E-G,100
B-D-E-H-I,100
B-D-E-H,100
B-D-E,100
B-D-F-G-H-I,100
B-D-F-G-H,100
B-D-F-G,100
B-D-F-H-I,100
B-D-F-H,100
B-D-F,100
B-D-G-H-I,100
B-D-G-H,100
B-D-G,100
B-D-H-I,100
B-D-H,100
B-D,100
B-E-F-G-H-I,100
B-E-F-G-H,100
B-E-F-G,100
B-E-F-H-I,100
B-E-F-H,100
B-E-F,100
B-E-G-H-I,100
B-E-G-H,100
B-E-G,100
B-E-H-I,100
B-E-H,100
B-E,100
B-F-G-H-I,100
B-F-G-H,100
B-F-G,100
B-F-H-I,100
B-F-H,100
B-F,100
B-G-H-I,100
B-G-H,100
B-G,100
B-H-I,100
B-H,100
B,100
C-D-E-F-G-H-I,99.7857
C-D-E-F-G-H,99.7857
C-D-E-F-G,91.3571
C-D-E-F-H-I,99.7857
C-D-E-F-H,99.7857
C-D-E-F,89
C-D-E-G-H-I,99.7857
C-D-E-G-H,99.7857
C-D-E-G,91.3571
C-D-E-H-I,99.7857
C-D-E-H,99.7857
C-D-E,88.7143
C-D-F-G-H-I,99.7857
C-D-F-G-H,99.7857
C-D-F-G,91.4286
C-D-F-H-I,99.7857
C-D-F-H,99.7857
C-D-F,89.2857
C-D-G-H-I,99.7857
C-D-G-H,99.7857
C-D-G,91.4286
C-D-H-I,99.7857
C-D-H,99.7857
C-D,89.0714
C-E-F-G-H-I,99.7857
C-E-F-G-H,99.7857
C-E-F-G,91.6429
C-E-F-H-I,99.7857
C-E-F-H,99.7857
C-E-F,88.9286
C-E-G-H-I,99.7857
C-E-G-H,99.7857
C-E-G,91.7143
C-E-H-I,99.7857
C-E-H,99.7857
C-E,88.7857
C-F-G-H-I,99.7857
C-F-G-H,99.7857
C-F-G,91.7143
C-F-H-I,99.7857
C-F-H,99.7857
C-F,88.5714
C-G-H-I,99.7857
C-G-H,99.7857
C-G,91.8571
C-H-I,99.7857
C-H,99.7857
C,88.3571
D-E-F-G-H-I,99.7857
D-E-F-G-H,99.7857
D-E-F-G,91.2857
D-E-F-H-I,99.7857
D-E-F-H,99.7857
D-E-F,87.5
D-E-G-H-I,99.7857
D-E-G-H,99.7857
D-E-G,90.8571
D-E-H-I,99.7857
D-E-H,99.7857
D-E,84.3571
D-F-G-H-I,99.7857
D-F-G-H,99.7857
D-F-G,91.3571
D-F-H-I,99.7857
D-F-H,99.7857
D-F,87.8571
D-G-H-I,99.7857
D-G-H,99.7857
D-G,91.2143
D-H-I,99.7857
D-H,99.7857
D,82.8571
E-F-G-H-I,99.7857
E-F-G-H,99.7857
E-F-G,91.6429
E-F-H-I,99.7857
E-F-H,99.7857
E-F,87.3571
E-G-H-I,99.7857
E-G-H,99.7857
E-G,91.2143
E-H-I,99.7857
E-H,99.7857
E,80.9286
F-G-H-I,99.7857
F-G-H,99.7857
F-G,91.7143
F-H-I,99.7857
F-H,99.7857
F,87.2857
G-H-I,99.7857
G-H,99.7857
G,91.6429
H,99.7857
I,78.6429
