A-B-C-D-E-F-G,97.5
A-B-C-D-E-F,97.9286
A-B-C-D-E-G,99.7857
A-B-C-D-E,99.8571
A-B-C-D-F-G,97.4286
A-B-C-D-F,97.7143
A-B-C-D-G,99.7857
A-B-C-D,99.9286
A-B-C-E-F-G,97.5714
A-B-C-E-F,97.7857
A-B-C-E-G,99.7857
A-B-C-E,99.7857
A-B-C-F-G,97.5
A-B-C-F,97.5
A-B-C-G,99.7857
A-B-C,100
A-B-D-E-F-G,97.5
A-B-D-E-F,97.7143
A-B-D-E-G,99.7857
A-B-D-E,99.7857
A-B-D-F-G,97.5
A-B-D-F,97.4286
A-B-D-G,99.7857
A-B-D,99.9286
A-B-E-F-G,97.6429
A-B-E-F,97.4286
A-B-E-G,99.7857
A-B-E,99.7857
A-B-F-G,97.6429
A-B-F,97.5714
A-B-G,99.7857
A-B,99.9286
A-C-D-E-F-G,88.2857
A-C-D-E-F,71.7143
A-C-D-E-G,90.7857
A-C-D-E,64.9286
A-C-D-F-G,88.2143
A-C-D-F,70.8571
A-C-D-G,90.7143
A-C-D,60.7143
A-C-E-F-G,88.2857
A-C-E-F,65.7857
A-C-E-G,90.7857
A-C-E,50.8571
A-C-F-G,88.3571
A-C-F,64.0714
A-C-G,90.8571
A-C,41.5
A-D-E-F-G,88.4286
A-D-E-F,72.0714
A-D-E-G,90.7857
A-D-E,65.2857
A-D-F-G,88.3571
A-D-F,70.8571
A-D-G,90.7143
A-D,61.2857
A-E-F-G,88.4286
A-E-F,66.0714
A-E-G,90.7857
A-E,50.8571
A-F-G,88.5
A-F,63.6429
A-G,90.9286
A,41.5
B-C-D-E-F-G,97.8571
B-C-D-E-F,97.9286
B-C-D-E-G,99.7857
B-C-D-E,99.7857
B-C-D-F-G,97.7857
B-C-D-F,97.5
B-C-D-G,99.7857
B-C-D,99.9286
B-C-E-F-G,97.9286
B-C-E-F,97.6429
B-C-E-G,99.7857
B-C-E,99.7143
B-C-F-G,97.8571
B-C-F,97.7857
B-C-G,99.7857
B-C,100
B-D-E-F-G,97.8571
B-D-E-F,97.5
B-D-E-G,99.7857
B-D-E,99.7857
B-D-F-G,97.8571
B-D-F,97.3571
B-D-G,99.7857
B-D,99.9286
B-E-F-G,98
B-E-F,97.7143
B-E-G,99.7857
B-E,99.7143
B-F-G,97.8571
B-F,97.5714
B-G,99.7857
B,100
C-D-E-F-G,88.0714
C-D-E-F,67.7857
C-D-E-G,91
C-D-E,55.4286
C-D-F-G,88.1429
C-D-F,66.2857
C-D-G,90.9286
C-D,43.2143
C-E-F-G,88.2143
C-E-F,59.5714
C-E-G,91.0714
C-E,33.7857
C-F-G,88.4286
C-F,55.4286
C-G,91.0714
C,17.0714
D-E-F-G,88.2143
D-E-F,68.6429
D-E-G,90.9286
D-E,49.6429
D-F-G,88.2857
D-F,66.6429
D-G,91
D,33.1429
E-F-G,88.4286
E-F,59.5714
E-G,90.9286
E,29.2857
F-G,88.5
F,54.2857
G,90.7857
